City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bezhetsk,57.7851,36.6965,21.92,47,22,2.8,RU,1690284848
366,nova sintra,14.8667,-24.7167,22.52,83,64,6.91,CV,1690284849
367,morondava,-20.2833,44.2833,24.89,53,0,9.25,MG,1690284849
368,hadibu,12.65,54.0333,27.37,65,28,11.29,YE,1690284850
369,ola,59.5833,151.2833,16.75,89,33,1.71,RU,1690284850
370,pauini,-7.7136,-66.9764,22.84,58,10,0.33,BR,1690284851
371,heroica caborca,30.7167,-112.15,32.38,35,41,1.26,MX,1690284851
372,dodge city,37.7528,-100.0171,25.14,54,0,4.63,US,1690284611
373,iringa,-7.7667,35.7,23.62,33,40,2.06,TZ,1690284852
374,port augusta,-32.5,137.7667,9.93,72,0,1.7,AU,1690284852
375,kavieng,-2.5744,150.7967,25.19,89,98,2.41,PG,1690284852
376,st. john's,47.5649,-52.7093,23.42,82,75,5.66,CA,1690284853
377,kalabo,-14.97,22.6814,30.85,13,0,3.03,ZM,1690284853
378,pariaman,-0.619,100.12,30.03,79,39,0.8,ID,1690284854
379,corinto,37.9407,22.9573,33.83,22,0,1.71,GR,1690284854
380,baglung,28.2719,83.5898,24.76,88,100,1.83,NP,1690284855
381,puerto deseado,-47.7503,-65.8938,4.41,97,100,2.21,AR,1690284856
382,grand falls-windsor,48.9332,-55.6649,22.5,79,89,0.45,CA,1690284856
383,umka,44.6781,20.3047,36.04,52,0,3.6,RS,1690284857
384,loango,-4.6719,11.8312,24.81,69,20,3.09,CG,1690284858
385,bima,-8.4667,118.7167,22.48,89,79,2.43,ID,1690284745
386,kaa-khem,51.6833,94.7333,22.48,43,98,2.58,RU,1690284859
387,arteche,12.2645,125.4048,26.79,79,100,6.83,PH,1690284859
388,sinan,34.8262,126.1086,28.06,88,99,3.94,KR,1690284860
389,carolina beach,34.0352,-77.8936,26.12,92,58,2.24,US,1690284861
390,richards bay,-28.783,32.0377,20.7,52,97,3.98,ZA,1690284861
391,baiyin,36.5583,104.2081,30.31,26,41,5.8,CN,1690284862
392,novyy urengoy,66.0833,76.6333,25.87,47,84,3.49,RU,1690284862
393,kapuskasing,49.4169,-82.4331,11.0,87,40,1.54,CA,1690284862
394,the pas,53.8251,-101.2541,13.01,88,0,1.54,CA,1690284863
395,selfoss,63.9331,-20.9971,13.91,79,100,1.94,IS,1690284863
396,gamba,-2.65,10.0,24.73,73,77,3.93,GA,1690284864
397,santiago de cuba,20.0247,-75.8219,25.06,83,40,2.57,CU,1690284864
398,saint-paul,-21.0096,55.2707,26.05,87,9,0.45,RE,1690284864
399,mukalla,14.5425,49.1242,35.35,51,84,10.35,YE,1690284866
400,lazaro cardenas,17.9583,-102.2,24.87,88,89,2.52,MX,1690284866
401,penzance,50.1186,-5.5371,19.87,77,20,5.66,GB,1690284866
402,oamaru,-45.0784,170.9801,6.88,71,39,9.63,NZ,1690284867
403,kyaikkami,16.08,97.5675,25.9,84,99,3.44,MM,1690284867
404,yarmouth,41.7057,-70.2286,23.89,94,0,1.54,US,1690284868
405,aripuana,-9.1667,-60.6333,24.13,50,5,1.14,BR,1690284868
406,san antonio de pale,-1.4014,5.6325,23.18,81,14,3.4,GQ,1690284868
407,tinghir,31.5157,-5.5343,37.55,11,0,5.78,MA,1690284869
408,liwale,-9.7667,37.9333,31.63,18,20,4.17,TZ,1690284869
409,kondratovo,57.9804,56.1066,23.16,49,40,4.02,RU,1690284870
410,bhamo,24.2667,97.2333,26.64,95,92,0.9,MM,1690284870
411,stephenville,32.2207,-98.2023,25.48,71,0,1.54,US,1690284870
412,tayu,-6.5397,111.0518,26.06,84,20,3.22,ID,1690284871
413,touros,-5.1989,-35.4608,27.69,62,69,7.8,BR,1690284871
414,la'ie,21.6477,-157.9253,25.98,79,80,7.27,US,1690284872
415,nuku'alofa,-21.1333,-175.2,18.19,94,40,1.54,TO,1690284872
416,ulladulla,-35.35,150.4667,9.5,90,1,2.25,AU,1690284855
417,kelso,46.1468,-122.9084,16.98,92,75,0.0,US,1690284838
418,port-vila,-17.7338,168.3219,19.78,94,100,3.6,VU,1690284814
419,hilo,19.7297,-155.09,28.49,94,100,4.12,US,1690284873
420,banda aceh,5.5577,95.3222,28.31,76,74,6.4,ID,1690284705
421,amga,60.8953,131.9608,17.81,86,99,1.11,RU,1690284874
422,labuan,5.2767,115.2417,28.2,83,20,1.03,MY,1690284704
423,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,77,75,2.0,RU,1690284874
424,fort mcmurray,56.7268,-111.381,18.73,100,100,3.6,CA,1690284875
425,natal,-5.795,-35.2094,26.12,73,20,5.66,BR,1690284875
426,jalai nur,49.45,117.7,21.65,63,37,1.17,CN,1690284875
427,visakhapatnam,17.69,83.2093,26.94,100,100,3.6,IN,1690284453
428,beli,7.8587,10.9719,28.82,74,67,2.41,NG,1690284876
429,peniche,39.3558,-9.3811,24.6,71,0,8.15,PT,1690284876
430,fortuna,40.5982,-124.1573,15.52,96,100,1.54,US,1690284877
431,porto de moz,-1.7483,-52.2383,27.57,56,42,1.06,BR,1690284877
432,awjilah,29.1081,21.2869,41.67,13,0,6.39,LY,1690284877
433,bandar,2.05,99.75,26.35,80,99,0.77,ID,1690284878
434,camabatela,-8.1881,15.375,32.53,13,30,0.88,AO,1690284651
435,balykshi,47.0667,51.8667,22.0,94,75,4.0,KZ,1690284878
436,lauro de freitas,-12.8944,-38.3272,26.01,73,75,3.6,BR,1690284864
437,vytegra,61.0064,36.4481,18.7,63,98,1.19,RU,1690284879
438,rumonge,-3.9736,29.4386,28.43,53,29,2.47,BI,1690284748
439,vilyuysk,63.7553,121.6247,19.22,59,29,2.51,RU,1690284880
440,fisterra,42.9049,-9.2629,20.97,68,50,6.96,ES,1690284880
441,saint-francois,46.4154,3.9054,18.15,68,75,5.14,FR,1690284880
442,acucena,-19.0731,-42.5464,15.29,61,0,1.18,BR,1690284881
443,zeya,53.75,127.2667,17.99,71,41,1.94,RU,1690284881
444,santana,-0.0583,-51.1817,26.1,94,40,2.06,BR,1690284882
445,vahdat,38.5563,69.0135,39.41,16,20,3.0,TJ,1690284882
446,mejit,10.2753,170.8646,28.3,75,99,7.58,MH,1690284882
447,yemva,62.59,50.8594,19.83,63,58,3.57,RU,1690284883
448,naze,28.3667,129.4833,27.51,85,84,5.85,JP,1690284883
449,fabero,42.7738,-6.6182,21.48,30,39,2.13,ES,1690284883
450,dabat,12.9842,37.765,17.8,70,92,3.85,ET,1690284884
451,arkhangel'sk,64.5401,40.5433,19.02,58,86,1.44,RU,1690284884
452,tobelo,1.7284,128.0095,26.9,82,79,2.71,ID,1690284885
453,zalingei,12.9096,23.4741,32.54,39,100,4.73,SD,1690284885
454,weno,7.4515,151.8468,27.97,83,100,2.57,FM,1690284885
455,casarza ligure,44.2719,9.447,30.06,65,34,3.13,IT,1690284886
456,sechura,-5.5569,-80.8222,20.65,81,8,3.48,PE,1690284886
457,copala,16.65,-98.9833,25.66,84,89,1.63,MX,1690284886
458,revelstoke,50.9832,-118.2023,12.01,94,75,2.06,CA,1690284887
459,heunghae,36.1125,129.3522,25.87,85,77,1.43,KR,1690284887
460,juli,-16.2167,-69.45,3.58,25,0,2.39,PE,1690284887
461,goba,7.0167,39.9833,17.95,71,67,2.89,ET,1690284887
462,mareeba,-17.0,145.4333,17.4,85,74,0.94,AU,1690284888
463,forbes,-33.3833,148.0167,8.29,70,0,1.46,AU,1690284882
464,mitu,1.1983,-70.1733,21.26,99,90,0.38,CO,1690284888
465,happy valley-goose bay,53.3168,-60.3315,16.17,82,75,1.03,CA,1690284889
466,kuragino,53.8975,92.6725,23.37,63,95,1.41,RU,1690284889
467,cascais,38.6979,-9.4215,25.28,53,20,8.23,PT,1690284889
468,suva,-18.1416,178.4415,22.71,83,75,1.03,FJ,1690284660
469,borogontsy,62.6683,131.1683,18.22,66,9,2.13,RU,1690284890
470,amursk,50.2261,136.8994,19.33,99,96,2.24,RU,1690284891
471,broome,42.2506,-75.833,18.34,89,100,1.54,US,1690284891
472,santa cruz,-17.8,-63.1667,17.03,45,75,6.69,BO,1690284892
473,sake,-1.5736,29.045,23.33,55,87,0.76,CD,1690284892
474,sisimiut,66.9395,-53.6735,6.79,80,51,5.72,GL,1690284892
475,piti village,13.4626,144.6933,27.49,91,40,6.17,GU,1690284893
476,gobabis,-22.45,18.9667,26.69,13,3,7.75,NA,1690284607
477,korla,41.7597,86.1469,36.72,15,72,4.49,CN,1690284893
478,aljezur,37.3191,-8.8033,23.15,55,2,6.87,PT,1690284894
479,sao joao da barra,-21.6403,-41.0511,21.05,81,3,2.67,BR,1690284894
480,eaglehawk,-36.7333,144.25,5.75,54,0,1.1,AU,1690284895
481,hinatuan,8.3722,126.3342,27.75,75,88,3.43,PH,1690284895
482,talara,-4.5772,-81.2719,20.79,83,9,6.38,PE,1690284896
483,arno,60.1167,18.6333,15.57,93,100,2.8,SE,1690284897
484,rabo de peixe,37.8,-25.5833,21.73,83,40,2.57,PT,1690284897
485,la punta,-33.1837,-66.3127,8.09,55,95,5.29,AR,1690284897
486,soio,-6.1349,12.3689,24.21,69,33,4.02,AO,1690284898
487,altar,30.7,-111.8167,31.68,35,42,1.33,MX,1690284898
488,saint-pierre,-21.3393,55.4781,25.32,73,0,4.12,RE,1690284898
489,hami,42.8,93.45,37.83,6,14,8.48,CN,1690284899
490,khartoum,15.5518,32.5324,36.91,28,100,6.03,SD,1690284899
491,orastie,45.8333,23.2,35.58,32,53,5.54,RO,1690284899
492,qianzhou,28.3167,109.7167,25.8,96,100,1.45,CN,1690284900
493,midvagur,62.0511,-7.1939,10.46,81,75,4.12,FO,1690284900
494,olinda,-8.0089,-34.8553,23.85,88,40,3.09,BR,1690284901
495,egersund,58.4513,5.9997,15.21,84,64,7.87,NO,1690284901
496,zuni pueblo,35.0725,-108.8506,17.35,48,22,1.58,US,1690284902
497,suntar,62.1444,117.6319,24.97,71,5,3.84,RU,1690284902
498,pass christian,30.3158,-89.2475,24.02,88,0,0.0,US,1690284902
499,shangzhi,45.2167,127.9667,21.32,94,100,2.37,CN,1690284903
500,yeniseysk,58.4497,92.1703,25.16,64,56,3.11,RU,1690284903
501,barranca,-10.75,-77.7667,19.11,83,94,3.58,PE,1690284904
502,paracuru,-3.41,-39.0306,26.73,54,24,6.48,BR,1690284904
503,san juan del sur,11.2529,-85.8705,26.69,79,63,9.97,NI,1690284904
504,labuan bajo,-8.4964,119.8877,24.67,76,72,1.84,ID,1690284905
505,fuglafjordur,62.244,-6.814,10.26,82,96,5.48,FO,1690284905
506,buta,2.7858,24.73,25.04,94,100,0.82,CD,1690284906
507,yuma,32.7253,-114.6244,34.43,28,15,2.07,US,1690284906
508,lompoc,34.6391,-120.4579,19.32,100,0,0.0,US,1690284907
509,konakovo,56.7,36.7667,24.24,46,43,1.84,RU,1690284907
510,nili,33.7218,66.1302,31.07,19,66,1.88,AF,1690284908
511,beau vallon,-20.4189,57.6953,26.13,69,40,4.12,MU,1690284908
512,montanha,-18.1269,-40.3633,22.55,76,72,3.19,BR,1690284908
513,port lincoln,-34.7333,135.8667,11.69,83,0,3.23,AU,1690284909
514,illizi,26.4833,8.4667,41.89,7,2,7.37,DZ,1690284910
515,parczew,51.6402,22.9006,27.34,36,98,5.28,PL,1690284910
516,pizarro,4.9533,-77.366,26.3,87,100,3.46,CO,1690284911
517,manismata,-2.4667,111.0333,25.26,82,43,2.26,ID,1690284912
518,sassandra,4.95,-6.0833,25.91,87,92,3.9,CI,1690284912
519,chiautla de tapia,18.2833,-98.6,19.22,96,95,0.91,MX,1690284913
520,conde,-7.2597,-34.9075,23.7,88,20,4.63,BR,1690284913
521,tommot,58.9564,126.2925,20.4,85,100,1.26,RU,1690284914
522,kirakira,-10.4544,161.9205,25.67,89,59,3.48,SB,1690284915
523,horta,38.5333,-28.6333,23.34,72,20,4.63,PT,1690284915
524,jiangyou,31.7667,104.7167,26.92,82,99,1.02,CN,1690284916
525,bodaybo,57.8506,114.1933,22.46,75,3,2.14,RU,1690284916
526,katabu,-4.9333,122.5167,23.39,83,60,3.39,ID,1690284916
527,niafunke,15.9322,-3.9906,35.69,39,43,2.89,ML,1690284917
528,box elder,41.5005,-112.8764,21.72,62,5,2.9,US,1690284918
529,caconda,-13.7333,15.0667,28.96,11,7,1.22,AO,1690284918
530,northam,51.0333,-4.2167,18.7,66,12,4.9,GB,1690284919
531,pinos,22.3,-101.5667,10.75,80,86,5.15,MX,1690284919
532,inhambane,-23.865,35.3833,20.82,58,65,5.26,MZ,1690284919
533,kilindoni,-7.9139,39.6668,25.6,70,10,6.46,TZ,1690284920
534,turinsk,58.0458,63.696,20.85,67,63,2.44,RU,1690284670
535,lakatoro,-16.0999,167.4164,23.38,89,98,6.25,VU,1690284921
536,eduardo castex,-35.915,-64.2945,4.95,93,94,6.07,AR,1690284921
537,barcelos,41.5388,-8.6151,23.84,39,2,4.76,PT,1690284810
538,arteaga,18.4667,-102.4167,17.48,98,100,1.44,MX,1690284923
539,muroto-misakicho,33.2833,134.15,27.38,83,1,2.74,JP,1690284758
540,krasnosel'skiy,53.2645,24.4301,25.98,46,99,5.65,BY,1690284923
541,uige,-7.6087,15.0613,23.01,68,75,4.12,AO,1690284924
542,guasdualito,7.2424,-70.7324,24.98,100,20,0.0,VE,1690284925
543,santiago de cao,-7.9589,-79.2392,21.07,88,75,3.09,PE,1690284925
544,hosdurga,13.7981,76.2861,21.65,84,100,7.43,IN,1690284925
545,dan sadau,11.2962,6.4952,29.92,57,19,3.7,NG,1690284925
546,margate,51.3813,1.3862,18.28,64,48,3.13,GB,1690284926
547,lerwick,60.1545,-1.1494,11.0,69,72,8.44,GB,1690284926
548,muynoq,43.7683,59.0214,35.38,27,4,7.65,UZ,1690284927
549,kuloy,61.0305,42.4925,17.65,61,53,2.5,RU,1690284927
550,torbat-e jam,35.244,60.6225,37.64,10,0,8.72,IR,1690284927
551,turaif,31.6725,38.6637,36.14,11,0,3.6,SA,1690284928
552,kidatu,-7.6992,36.9572,32.05,29,16,2.36,TZ,1690284928
553,merizo village,13.2658,144.6691,27.31,94,100,7.74,GU,1690284929
554,cidreira,-30.1811,-50.2056,17.37,96,96,2.19,BR,1690284929
555,tucurui,-3.7661,-49.6725,27.87,47,17,1.02,BR,1690284929
556,new norfolk,-42.7826,147.0587,11.51,87,100,2.08,AU,1690284930
557,mazagao,-0.115,-51.2894,26.03,70,33,0.98,BR,1690284930
558,el granada,37.5027,-122.4694,16.19,91,100,5.14,US,1690284930
559,amarkantak,22.6667,81.75,27.4,63,97,1.44,IN,1690284931
560,eyl,7.9803,49.8164,32.91,42,24,14.35,SO,1690284931
561,masterton,-40.9597,175.6575,7.71,98,34,1.75,NZ,1690284750
562,cururupu,-1.8283,-44.8683,29.34,65,11,1.61,BR,1690284932
563,port macquarie,-31.4333,152.9167,12.72,81,47,3.14,AU,1690284707
564,ubari,26.5921,12.7805,41.61,8,2,5.09,LY,1690284932
565,tromso,69.6496,18.957,20.21,63,40,5.14,NO,1690284933
566,yerofey pavlovich,53.9667,121.9667,17.91,81,96,1.5,RU,1690284933
567,tucuma,-0.1833,-50.05,27.31,75,16,1.8,BR,1690284933
568,aleksandrovsk-sakhalinskiy,50.8975,142.1561,17.31,96,85,2.37,RU,1690284934
569,perugorria,-29.3413,-58.6106,12.12,87,97,2.9,AR,1690284934
570,luleburgaz,41.4039,27.3592,37.04,20,0,4.8,TR,1690284906
571,aral,40.5156,81.2636,34.69,19,97,6.65,CN,1690284904
572,jaggayyapeta,16.9,80.1,27.05,81,100,7.59,IN,1690284935
573,pointe-noire,-4.7761,11.8635,25.04,69,20,3.09,CG,1690284648
574,titao,13.7667,-2.0667,32.46,46,40,2.29,BF,1690284936
575,leava,-14.3,-178.1667,26.05,78,100,7.91,WF,1690284936
576,isangel,-19.55,169.2667,21.0,67,100,7.27,VU,1690284936
577,esil,51.9556,66.4042,30.1,25,77,0.6,KZ,1690284937
578,susa,35.8254,10.637,46.87,8,0,9.26,TN,1690284824
579,itaituba,-4.2761,-55.9836,24.09,83,4,0.0,BR,1690284937
580,wuxi,31.5689,120.2886,29.43,78,100,4.99,CN,1690284101
581,charcas,23.1333,-101.1167,13.53,88,62,2.57,MX,1690284938
582,hammerfest,70.6634,23.6821,18.25,63,20,3.6,NO,1690284938
